PR_Number,PR_Item,PR_Creation_Date,Plant,Purchase_Group,Material_Group,PR_Release_Date,PR_Requisitioner_Name,PR_Total_Value,Delivery_Date,PR_Approver
100009936,40,02-03-2025,VSP,P60-VSP,3030203,05-03-2025,User908,5938.16,04-04-2025,Approver3
100011832,10,27-01-2025,KLN,P20-KLN,3030211,28-01-2025,User463,1209.01,28-02-2025,Approver17
100008385,10,29-11-2024,KLN,P01-CENTRAL,2020104,06-12-2024,User312,3213088.04,21-01-2025,Approver4
100006116,40,03-11-2025,JSR,P02-CENTRAL,1010001,05-11-2025,User883,2348407.52,20-12-2025,Approver14
100013162,40,10-11-2025,JSR,P10-JSR,3030213,28-11-2025,User414,969.06,15-12-2025,Approver6
100015176,50,03-01-2025,DOL,P02-CENTRAL,5050403,14-01-2025,User779,54452450.44,16-02-2025,Approver11
100009120,10,01-05-2025,KLN,P20-KLN,3030201,03-05-2025,User581,15820.18,10-06-2025,Approver12
100010259,70,15-11-2024,KLN,P20-KLN,3030204,23-11-2024,User356,5323.13,26-12-2024,Approver4
100011622,10,02-12-2025,ANG,P30-ANG,3030211,08-12-2025,User442,574.91,07-02-2026,Approver2
100013371,30,15-05-2025,ANG,P30-ANG,3030214,09-06-2025,User178,6444.24,15-07-2025,Approver20
100008820,40,16-04-2025,BPS,P40-BPS,3030201,19-04-2025,User659,29560.88,05-05-2025,Approver3
100009823,20,16-09-2024,KLN,P20-KLN,3030203,17-09-2024,User940,11274.1,25-10-2024,Approver18
100014354,80,03-08-2024,BPS,P40-BPS,4040302,05-08-2024,User705,296981.01,04-09-2024,Approver6
100010700,40,20-12-2024,VSP,P60-VSP,3030205,11-01-2025,User584,8422.93,26-02-2025,Approver1
100014426,60,13-09-2024,KLN,P20-KLN,4040302,14-09-2024,User172,192469.25,21-10-2024,Approver12
100009803,90,07-07-2024,BPS,P40-BPS,3030203,11-07-2024,User847,10124.74,10-08-2024,Approver12
100009537,80,08-12-2024,DOL,P50-DOL,3030203,06-01-2025,User133,8676.72,16-01-2025,Approver8
100009826,40,11-08-2025,VSP,P60-VSP,3030203,12-08-2025,User297,8619.71,20-09-2025,Approver19
100013707,60,05-01-2025,JSR,P10-JSR,3030215,08-01-2025,User282,2287.05,29-01-2025,Approver20
100013636,90,27-09-2025,VSP,P60-VSP,3030215,02-10-2025,User498,3264.18,31-10-2025,Approver7
100010811,20,13-12-2024,KLN,P20-KLN,3030206,20-12-2024,User723,71866.38,10-02-2025,Approver9
100007947,60,21-09-2024,BPS,P02-CENTRAL,1010014,27-09-2024,User843,482480.54,29-10-2024,Approver3
100012581,30,17-04-2025,KLN,P20-KLN,3030212,22-04-2025,User799,3263.65,11-05-2025,Approver12
100011983,50,25-01-2025,KLN,P20-KLN,3030211,29-01-2025,User460,1041.47,18-02-2025,Approver18
100011336,90,30-05-2025,VSP,P60-VSP,3030209,31-05-2025,User452,196801.96,06-07-2025,Approver10
100009489,20,11-02-2025,KLN,P20-KLN,3030202,19-02-2025,User157,18332.69,12-04-2025,Approver3
100007611,10,07-04-2025,ANG,P01-CENTRAL,1010011,09-04-2025,User948,374937.91,19-05-2025,Approver19
100012243,80,09-05-2025,DOL,P50-DOL,3030212,13-05-2025,User847,1444.92,22-05-2025,Approver6
100011917,20,11-01-2025,JSR,P11-JSR,3030211,21-01-2025,User105,994.93,09-02-2025,Approver10
100010678,60,10-04-2025,JSR,P10-JSR,3030205,16-04-2025,User406,9016.56,26-04-2025,Approver19
100010960,10,13-10-2025,JSR,P10-JSR,3030207,14-10-2025,User657,22607.72,02-12-2025,Approver17
100013947,70,16-08-2025,DOL,P50-DOL,3030216,17-08-2025,User622,38847.86,10-09-2025,Approver3
100010762,30,15-10-2024,ANG,P30-ANG,3030206,20-10-2024,User660,11746.06,01-12-2024,Approver13
100008195,70,24-01-2025,BPS,P01-CENTRAL,2020101,06-02-2025,User588,534736.14,26-02-2025,Approver1
100012712,80,19-12-2025,KLN,P20-KLN,3030213,23-12-2025,User686,707.87,04-02-2026,Approver17
100011114,10,23-07-2025,VSP,P60-VSP,3030208,30-07-2025,User374,18090.22,15-09-2025,Approver12
100006558,60,12-09-2024,VSP,P01-CENTRAL,1010004,20-09-2024,User179,938342.89,07-10-2024,Approver5
100015093,40,18-06-2025,DOL,P50-DOL,4040308,05-07-2025,User498,210466.32,21-07-2025,Approver12
100013813,70,22-01-2025,BPS,P40-BPS,3030215,24-01-2025,User536,3250.87,07-03-2025,Approver8
100007208,20,17-09-2024,VSP,P01-CENTRAL,1010008,24-09-2024,User689,1060680.89,17-11-2024,Approver6
100011895,60,14-08-2025,VSP,P60-VSP,3030211,23-08-2025,User368,1114.97,14-11-2025,Approver11
100014050,30,07-03-2025,ANG,P30-ANG,3030216,09-03-2025,User664,36322.97,17-04-2025,Approver12
100007511,40,19-12-2024,DOL,P02-CENTRAL,1010010,22-12-2024,User653,562728.39,17-01-2025,Approver5
100009830,30,15-11-2024,JSR,P10-JSR,3030203,17-11-2024,User774,8515.68,07-12-2024,Approver20
100009733,70,20-09-2024,ANG,P30-ANG,3030203,21-09-2024,User474,7237.73,10-10-2024,Approver9
100012970,60,24-09-2025,VSP,P60-VSP,3030213,25-09-2025,User714,803.99,11-10-2025,Approver8
100009212,50,16-04-2025,DOL,P50-DOL,3030202,21-04-2025,User282,13090.22,08-05-2025,Approver2
100009631,10,31-07-2025,DOL,P50-DOL,3030203,03-08-2025,User456,5604.25,16-08-2025,Approver19
100012998,80,30-09-2024,KLN,P20-KLN,3030213,03-10-2024,User245,1269.51,01-11-2024,Approver17
100013002,80,19-05-2025,KLN,P20-KLN,3030213,22-05-2025,User777,609.38,17-06-2025,Approver20
100006267,90,17-10-2024,ANG,P02-CENTRAL,1010002,19-10-2024,User166,1217562.68,09-11-2024,Approver9
100007141,40,23-07-2024,VSP,P01-CENTRAL,1010008,24-07-2024,User512,891363.79,14-08-2024,Approver20
100009163,70,29-07-2025,ANG,P30-ANG,3030201,30-07-2025,User729,7520.01,10-08-2025,Approver8
100013287,80,06-07-2024,KLN,P20-KLN,3030214,07-07-2024,User691,4881.57,25-08-2024,Approver2
100009731,30,19-07-2024,BPS,P40-BPS,3030203,28-07-2024,User623,9686.77,09-08-2024,Approver10
100007910,40,26-04-2025,BPS,P01-CENTRAL,1010014,30-04-2025,User305,370244.02,19-05-2025,Approver18
100012121,70,28-10-2025,JSR,P10-JSR,3030211,01-11-2025,User527,1681.52,11-12-2025,Approver7
100008661,10,19-03-2025,ANG,P02-CENTRAL,2020110,25-03-2025,User237,9335355.86,20-04-2025,Approver4
100006657,30,20-01-2025,KLN,P01-CENTRAL,1010004,27-01-2025,User377,790434.55,05-02-2025,Approver6
100013256,90,09-05-2025,BPS,P40-BPS,3030214,15-05-2025,User488,4348.99,24-06-2025,Approver20
100012569,40,18-06-2025,DOL,P50-DOL,3030212,01-07-2025,User420,2416.89,22-08-2025,Approver10
100006999,70,11-12-2024,VSP,P01-CENTRAL,1010006,14-12-2024,User582,243262.36,23-01-2025,Approver11
100012219,80,14-09-2025,BPS,P40-BPS,3030212,15-09-2025,User971,2193.21,23-10-2025,Approver9
100008835,50,24-09-2025,VSP,P60-VSP,3030201,27-10-2025,User508,12762.98,20-12-2025,Approver12
100014433,50,25-01-2025,DOL,P50-DOL,4040302,02-02-2025,User545,228292.97,10-03-2025,Approver15
100007238,90,13-01-2025,DOL,P01-CENTRAL,1010008,17-01-2025,User688,1554970.99,11-02-2025,Approver3
100008152,50,16-03-2025,KLN,P01-CENTRAL,2020101,17-03-2025,User599,762164.91,19-04-2025,Approver15
100012642,60,19-07-2025,VSP,P60-VSP,3030213,20-07-2025,User415,390.54,01-08-2025,Approver3
100013814,80,18-06-2025,BPS,P40-BPS,3030215,20-06-2025,User134,2887.83,31-07-2025,Approver18
100011092,30,11-12-2024,ANG,P30-ANG,3030208,21-12-2024,User125,29774.72,07-02-2025,Approver2
100008187,90,16-12-2025,BPS,P02-CENTRAL,2020101,19-12-2025,User615,653622.38,01-02-2026,Approver13
100007135,70,23-04-2025,VSP,P01-CENTRAL,1010008,24-04-2025,User111,987229.85,12-06-2025,Approver13
100011005,50,27-11-2025,JSR,P11-JSR,3030207,13-12-2025,User597,71060.43,28-01-2026,Approver12
100007304,60,11-08-2025,JSR,P01-CENTRAL,1010009,18-08-2025,User431,806979.72,18-09-2025,Approver14
100007628,60,07-07-2024,ANG,P02-CENTRAL,1010011,08-07-2024,User113,368369.68,25-07-2024,Approver15
100012595,40,23-10-2024,KLN,P20-KLN,3030213,25-10-2024,User366,696.39,01-12-2024,Approver17
100007523,70,03-08-2024,VSP,P01-CENTRAL,1010010,02-09-2024,User969,553268.79,04-10-2024,Approver12
100015021,50,22-08-2025,KLN,P20-KLN,4040308,25-08-2025,User492,171841.08,02-10-2025,Approver14
100006359,20,10-10-2024,BPS,P02-CENTRAL,1010003,29-10-2024,User589,1080084.26,30-11-2024,Approver18
100006139,90,11-08-2025,KLN,P02-CENTRAL,1010001,16-08-2025,User651,1535592.05,05-10-2025,Approver13
100006300,30,22-05-2025,JSR,P01-CENTRAL,1010002,29-05-2025,User692,2110849.83,20-06-2025,Approver20
100007557,90,20-07-2025,ANG,P01-CENTRAL,1010010,01-08-2025,User592,280058.14,16-08-2025,Approver14
100011100,50,21-07-2025,VSP,P60-VSP,3030208,25-07-2025,User984,35871.36,09-09-2025,Approver6
100006383,20,21-12-2024,JSR,P01-CENTRAL,1010003,23-12-2024,User474,1053593.03,29-01-2025,Approver16
100013090,90,02-01-2025,JSR,P10-JSR,3030213,04-01-2025,User507,298.21,03-02-2025,Approver9
100011825,10,22-08-2024,ANG,P30-ANG,3030211,23-08-2024,User824,722.3,01-10-2024,Approver5
100010858,50,16-10-2025,ANG,P30-ANG,3030206,26-10-2025,User386,43656.03,13-12-2025,Approver17
100014141,30,10-04-2025,DOL,P50-DOL,4040301,15-04-2025,User658,194473.45,27-05-2025,Approver8
100013439,30,16-02-2025,ANG,P30-ANG,3030214,02-03-2025,User234,5106.13,25-03-2025,Approver16
100013433,80,09-12-2025,BPS,P40-BPS,3030214,15-12-2025,User417,3501.63,28-12-2025,Approver1
100006947,30,19-09-2025,JSR,P02-CENTRAL,1010006,23-09-2025,User846,220900.51,01-11-2025,Approver8
100013067,60,17-11-2025,DOL,P50-DOL,3030213,25-11-2025,User861,760.08,12-12-2025,Approver14
100011499,60,24-10-2024,JSR,P10-JSR,3030210,28-10-2024,User914,52964.04,22-11-2024,Approver20
100011932,30,21-06-2024,ANG,P30-ANG,3030211,07-07-2024,User977,1907.65,29-08-2024,Approver10
100014484,60,07-08-2025,KLN,P20-KLN,4040302,17-08-2025,User247,175587.2,19-09-2025,Approver10
100008722,70,23-07-2024,JSR,P01-CENTRAL,2020113,26-07-2024,User415,752881.71,07-09-2024,Approver11
100007933,90,21-06-2024,VSP,P01-CENTRAL,1010014,28-06-2024,User589,364195.21,22-08-2024,Approver16
100012212,60,21-08-2025,ANG,P30-ANG,3030212,22-08-2025,User318,4356.26,26-09-2025,Approver2
100009237,30,10-05-2025,VSP,P60-VSP,3030202,23-05-2025,User749,15169.04,08-06-2025,Approver4
100009141,50,18-08-2024,JSR,P11-JSR,3030201,26-08-2024,User684,13774.05,13-10-2024,Approver17
100010164,40,27-05-2025,VSP,P60-VSP,3030204,02-06-2025,User793,14435.22,28-06-2025,Approver16
100014148,50,04-05-2025,DOL,P50-DOL,4040301,02-06-2025,User496,548933.48,24-06-2025,Approver18
100009808,30,25-06-2024,BPS,P40-BPS,3030203,22-07-2024,User298,8322.11,21-08-2024,Approver9
100014716,70,24-11-2025,DOL,P50-DOL,4040304,30-11-2025,User643,194279.58,16-12-2025,Approver1
100014180,70,08-12-2024,KLN,P20-KLN,4040301,22-01-2025,User146,294300.73,05-04-2025,Approver8
100014871,30,15-11-2025,ANG,P30-ANG,4040306,23-11-2025,User239,13363943.11,30-12-2025,Approver11
100010155,10,26-08-2025,ANG,P30-ANG,3030204,27-08-2025,User913,13608.18,05-10-2025,Approver8
100010173,40,14-11-2024,DOL,P50-DOL,3030204,03-12-2024,User505,9320.25,04-01-2025,Approver17
100006797,10,04-11-2024,DOL,P01-CENTRAL,1010005,11-11-2024,User315,346838.79,25-11-2024,Approver1
100008417,50,05-08-2024,BPS,P02-CENTRAL,2020105,06-08-2024,User991,1395487.64,14-09-2024,Approver7
100006786,40,22-04-2025,ANG,P01-CENTRAL,1010004,25-04-2025,User701,1191372.83,29-05-2025,Approver8
100009159,50,28-09-2024,BPS,P40-BPS,3030201,06-10-2024,User909,31489.89,14-11-2024,Approver16
100006124,10,27-07-2025,KLN,P01-CENTRAL,1010001,31-07-2025,User866,2278108.19,08-09-2025,Approver4
100008173,20,16-01-2025,ANG,P01-CENTRAL,2020101,18-01-2025,User360,858899.89,15-02-2025,Approver8
100014735,70,20-09-2024,DOL,P50-DOL,4040304,24-09-2024,User691,484315.37,05-11-2024,Approver18
100013338,90,22-04-2025,KLN,P20-KLN,3030214,06-05-2025,User430,2365.28,25-05-2025,Approver1
100014548,40,28-06-2024,ANG,P30-ANG,4040303,02-07-2024,User915,369757.39,25-08-2024,Approver14
100010341,40,09-08-2024,DOL,P50-DOL,3030205,10-08-2024,User158,6315.51,28-08-2024,Approver16
100006911,80,05-02-2025,KLN,P01-CENTRAL,1010005,08-02-2025,User569,289248.41,01-04-2025,Approver20
100008310,50,04-05-2025,BPS,P01-CENTRAL,2020103,05-05-2025,User648,557388.66,24-05-2025,Approver18
100014880,90,10-09-2024,VSP,P60-VSP,4040307,17-09-2024,User557,1558561.54,07-10-2024,Approver11
100009635,10,18-07-2025,BPS,P40-BPS,3030203,23-07-2025,User754,12660.71,27-08-2025,Approver19
100007258,40,30-01-2025,KLN,P02-CENTRAL,1010008,31-01-2025,User971,1127888.98,25-03-2025,Approver4
100010459,10,31-12-2024,VSP,P60-VSP,3030205,02-01-2025,User598,8170.29,09-02-2025,Approver7
100007179,10,30-06-2025,KLN,P02-CENTRAL,1010008,01-07-2025,User249,1234581.49,22-08-2025,Approver16
100010653,60,22-06-2025,VSP,P60-VSP,3030205,26-06-2025,User928,9245.43,08-09-2025,Approver4
100009651,20,02-09-2024,BPS,P40-BPS,3030203,24-09-2024,User443,6778.77,10-12-2024,Approver5
100006443,10,16-08-2025,DOL,P01-CENTRAL,1010003,18-08-2025,User770,1513134.67,29-09-2025,Approver6
100013849,60,04-09-2025,VSP,P60-VSP,3030216,07-09-2025,User432,71394.16,21-10-2025,Approver16
100007400,90,30-01-2025,BPS,P01-CENTRAL,1010009,01-02-2025,User852,617553.78,26-02-2025,Approver18
100007458,60,29-11-2025,BPS,P01-CENTRAL,1010009,30-11-2025,User800,1214274.09,02-02-2026,Approver20
100012297,20,24-12-2025,KLN,P20-KLN,3030212,25-12-2025,User548,3218.58,08-02-2026,Approver10
100007055,40,29-06-2024,KLN,P01-CENTRAL,1010007,07-07-2024,User334,97940.2,11-08-2024,Approver20
100012644,50,31-07-2025,DOL,P50-DOL,3030213,01-08-2025,User727,503.78,12-09-2025,Approver4
100009276,30,04-03-2025,BPS,P40-BPS,3030202,15-03-2025,User105,26418.09,08-04-2025,Approver14
100013852,30,01-07-2025,BPS,P40-BPS,3030216,23-07-2025,User691,41466.76,26-08-2025,Approver8
100009700,80,24-03-2025,DOL,P50-DOL,3030203,29-03-2025,User426,8933.31,12-04-2025,Approver18
100009760,80,01-12-2025,KLN,P20-KLN,3030203,05-12-2025,User359,7441.13,20-01-2026,Approver12
100006930,80,25-09-2024,KLN,P02-CENTRAL,1010005,29-09-2024,User145,152523.44,08-11-2024,Approver12
100013651,80,28-06-2025,JSR,P10-JSR,3030215,29-06-2025,User932,3523.21,16-08-2025,Approver7
100013259,10,16-05-2025,BPS,P40-BPS,3030214,17-05-2025,User688,6804.63,20-06-2025,Approver18
100007830,50,19-03-2025,ANG,P01-CENTRAL,1010013,02-04-2025,User102,913433.81,09-05-2025,Approver14
100008929,50,02-04-2025,KLN,P20-KLN,3030201,04-04-2025,User765,25901.55,05-05-2025,Approver9
100011815,50,12-05-2025,BPS,P40-BPS,3030211,19-05-2025,User640,1530.38,02-06-2025,Approver12
100010222,20,24-09-2024,DOL,P50-DOL,3030204,03-10-2024,User871,17778.89,16-11-2024,Approver2
100009547,90,06-07-2024,BPS,P40-BPS,3030203,08-07-2024,User912,4243.44,28-07-2024,Approver11
100011599,40,09-07-2025,KLN,P20-KLN,3030210,10-07-2025,User425,25263.75,30-07-2025,Approver8
100014214,70,30-12-2024,VSP,P60-VSP,4040301,10-01-2025,User732,425658.86,10-02-2025,Approver4
100012130,10,07-08-2025,DOL,P50-DOL,3030211,09-08-2025,User361,954.49,29-09-2025,Approver8
100012809,90,12-05-2025,BPS,P40-BPS,3030213,18-05-2025,User252,1170.18,01-07-2025,Approver17
100008012,80,25-10-2024,VSP,P02-CENTRAL,1010015,01-11-2024,User785,248424.68,13-11-2024,Approver14
100013759,60,29-08-2024,VSP,P60-VSP,3030215,31-08-2024,User598,3629.75,08-10-2024,Approver10
100012968,40,18-03-2025,VSP,P60-VSP,3030213,25-03-2025,User956,564.7,18-05-2025,Approver4
100009220,10,29-10-2024,VSP,P60-VSP,3030202,31-10-2024,User155,32169.13,07-12-2024,Approver13
100008607,60,03-03-2025,BPS,P01-CENTRAL,2020108,06-03-2025,User663,189930.04,27-03-2025,Approver10
100009265,80,16-01-2025,KLN,P20-KLN,3030202,19-01-2025,User116,14228.56,05-03-2025,Approver9
100010929,10,12-10-2025,JSR,P11-JSR,3030206,15-10-2025,User266,27565.42,13-11-2025,Approver16
100013740,10,06-02-2025,VSP,P60-VSP,3030215,07-02-2025,User844,2149.59,05-03-2025,Approver13
100012812,20,06-07-2024,BPS,P40-BPS,3030213,12-07-2024,User235,407.23,26-07-2024,Approver5
100006007,30,02-09-2024,ANG,P02-CENTRAL,1010001,11-09-2024,User856,2229819.57,26-10-2024,Approver9
100008981,40,09-04-2025,ANG,P30-ANG,3030201,14-04-2025,User608,30558.32,05-05-2025,Approver9
100009362,90,15-09-2024,VSP,P60-VSP,3030202,20-09-2024,User120,43007.29,10-10-2024,Approver11
100010775,80,13-07-2025,DOL,P50-DOL,3030206,15-07-2025,User603,31984.01,31-08-2025,Approver1
100007944,40,03-06-2025,JSR,P02-CENTRAL,1010014,06-06-2025,User175,304674.21,29-06-2025,Approver19
100012235,30,04-12-2025,ANG,P30-ANG,3030212,06-12-2025,User417,1921.45,09-01-2026,Approver8
100011500,50,31-07-2024,BPS,P40-BPS,3030210,01-08-2024,User537,50707.4,01-09-2024,Approver6
100007636,30,19-07-2024,ANG,P02-CENTRAL,1010011,28-07-2024,User920,6136.06,09-09-2024,Approver5
100007142,50,07-10-2024,ANG,P02-CENTRAL,1010008,21-10-2024,User236,1737381.11,30-11-2024,Approver2
100013860,60,27-04-2025,VSP,P60-VSP,3030216,01-05-2025,User923,29051.04,13-05-2025,Approver10
100013670,30,27-10-2024,BPS,P40-BPS,3030215,05-11-2024,User180,2383.99,21-12-2024,Approver1
100008071,40,28-01-2025,JSR,P02-CENTRAL,1010015,21-02-2025,User117,440057.21,02-04-2025,Approver18
100009135,80,31-07-2024,ANG,P30-ANG,3030201,06-08-2024,User190,46080.27,06-09-2024,Approver20
100011161,50,24-07-2024,KLN,P20-KLN,3030208,30-07-2024,User944,36190.92,27-08-2024,Approver13
100012508,70,09-10-2025,JSR,P11-JSR,3030212,11-10-2025,User741,2865.94,10-11-2025,Approver15
100013031,10,20-10-2024,JSR,P10-JSR,3030213,24-10-2024,User803,660.53,17-12-2024,Approver6
100008243,60,13-01-2025,BPS,P02-CENTRAL,2020102,28-01-2025,User321,724289.22,10-03-2025,Approver15
100007475,20,12-09-2024,BPS,P01-CENTRAL,1010009,19-10-2024,User120,1448377.15,10-11-2024,Approver1
100013599,80,08-09-2025,VSP,P60-VSP,3030215,10-09-2025,User937,4232.56,04-10-2025,Approver7
100007890,20,26-08-2024,VSP,P01-CENTRAL,1010014,29-08-2024,User901,1665.71,19-09-2024,Approver16
100009436,90,15-10-2025,DOL,P50-DOL,3030202,16-10-2025,User923,15242.89,12-11-2025,Approver12
100012365,40,20-03-2025,KLN,P20-KLN,3030212,21-03-2025,User622,3389.84,20-04-2025,Approver11
100012452,30,21-04-2025,DOL,P50-DOL,3030212,26-04-2025,User595,4642.35,09-06-2025,Approver3
100009706,80,27-09-2025,KLN,P20-KLN,3030203,03-10-2025,User623,8674.18,23-10-2025,Approver15
100008022,60,21-11-2024,VSP,P01-CENTRAL,1010015,26-11-2024,User973,355841.6,20-12-2024,Approver16
100010021,40,12-08-2025,ANG,P30-ANG,3030204,16-08-2025,User436,14218.46,07-09-2025,Approver4
100014044,80,14-12-2024,DOL,P50-DOL,3030216,17-12-2024,User852,41992.11,31-12-2024,Approver12
100014135,80,30-06-2025,ANG,P30-ANG,4040301,17-07-2025,User622,438502.2,09-09-2025,Approver14
100013881,30,04-09-2024,DOL,P50-DOL,3030216,07-09-2024,User311,30808.78,09-10-2024,Approver10
100008659,40,03-01-2025,BPS,P01-CENTRAL,2020110,26-01-2025,User691,4645490.19,25-03-2025,Approver18
100007131,30,01-07-2024,KLN,P01-CENTRAL,1010007,11-07-2024,User736,400164.28,31-07-2024,Approver5
100011558,20,22-06-2024,ANG,P30-ANG,3030210,13-10-2024,User666,56545.17,19-11-2024,Approver18
100012159,30,23-02-2025,ANG,P30-ANG,3030212,01-03-2025,User274,4168.62,14-04-2025,Approver12
100007820,80,25-07-2024,BPS,P01-CENTRAL,1010013,07-08-2024,User605,758262.22,27-09-2024,Approver8
100012310,40,29-03-2025,ANG,P30-ANG,3030212,31-03-2025,User573,4198.24,08-05-2025,Approver7
100012265,90,18-11-2025,ANG,P30-ANG,3030212,20-11-2025,User451,3644.96,11-12-2025,Approver8
100010319,50,07-10-2025,DOL,P50-DOL,3030204,12-10-2025,User936,9944.8,26-11-2025,Approver9
100014831,50,07-08-2025,JSR,P10-JSR,4040305,09-08-2025,User218,5303347.0,19-08-2025,Approver19
100010145,20,03-07-2024,BPS,P40-BPS,3030204,07-07-2024,User289,8608.78,22-07-2024,Approver13
100010670,40,13-10-2025,BPS,P40-BPS,3030205,16-10-2025,User900,8355.87,26-11-2025,Approver1
100007237,90,10-01-2025,VSP,P02-CENTRAL,1010008,12-01-2025,User764,1370930.46,09-02-2025,Approver16
100011477,90,14-01-2025,ANG,P30-ANG,3030210,17-01-2025,User143,40348.32,28-01-2025,Approver16
100015047,10,10-04-2025,VSP,P60-VSP,4040308,20-04-2025,User818,444426.33,10-05-2025,Approver12
100007857,30,10-09-2025,BPS,P02-CENTRAL,1010014,13-09-2025,User524,473002.48,13-10-2025,Approver10
100008283,20,30-08-2024,BPS,P01-CENTRAL,2020102,07-09-2024,User846,595469.04,20-10-2024,Approver9
100014470,40,21-02-2025,DOL,P50-DOL,4040302,04-03-2025,User692,122092.11,12-04-2025,Approver10
100014571,20,25-09-2024,ANG,P30-ANG,4040304,27-09-2024,User583,291721.89,02-11-2024,Approver16
100010094,90,24-05-2025,BPS,P40-BPS,3030204,25-05-2025,User757,9378.37,24-06-2025,Approver13
100011921,10,11-09-2024,VSP,P60-VSP,3030211,13-09-2024,User692,557.02,30-10-2024,Approver15
100011201,10,01-11-2024,BPS,P40-BPS,3030208,04-11-2024,User620,15388.29,23-11-2024,Approver17
100009422,50,25-04-2025,ANG,P30-ANG,3030202,08-05-2025,User416,22174.82,04-06-2025,Approver1
100006387,70,02-09-2024,DOL,P01-CENTRAL,1010003,20-09-2024,User118,1179153.2,20-10-2024,Approver16
100007629,10,20-10-2024,JSR,P02-CENTRAL,1010011,29-10-2024,User108,332535.23,16-11-2024,Approver3
100009586,10,11-05-2025,ANG,P30-ANG,3030203,14-05-2025,User188,12405.62,15-06-2025,Approver10
100012204,50,11-11-2025,JSR,P10-JSR,3030212,14-11-2025,User905,1858.6,05-12-2025,Approver17
100008715,30,29-09-2024,ANG,P01-CENTRAL,2020113,04-10-2024,User987,1379307.38,18-10-2024,Approver4
100012010,70,21-07-2025,KLN,P20-KLN,3030211,29-07-2025,User277,1584.23,02-09-2025,Approver5
100013299,50,30-12-2024,ANG,P30-ANG,3030214,11-01-2025,User993,3466.07,12-02-2025,Approver8
100015124,90,12-10-2025,VSP,P60-VSP,4040308,22-10-2025,User605,155059.27,06-11-2025,Approver7
100011660,60,28-07-2024,DOL,P50-DOL,3030211,06-08-2024,User265,2181.67,01-09-2024,Approver8
100009190,30,11-09-2025,BPS,P40-BPS,3030202,12-09-2025,User530,17712.04,11-11-2025,Approver17
100015172,30,05-08-2024,DOL,P02-CENTRAL,5050403,08-08-2024,User886,52487627.94,02-10-2024,Approver13
100010306,50,18-09-2025,ANG,P30-ANG,3030204,19-09-2025,User137,14963.26,16-10-2025,Approver17
100006910,80,11-02-2025,KLN,P01-CENTRAL,1010005,15-02-2025,User840,328385.84,28-03-2025,Approver14
100011386,30,23-10-2025,DOL,P50-DOL,3030209,26-10-2025,User977,362530.18,08-11-2025,Approver17
100015166,60,03-09-2024,DOL,P02-CENTRAL,5050403,06-09-2024,User525,24874601.23,20-09-2024,Approver2
100007867,70,05-11-2024,VSP,P02-CENTRAL,1010014,10-11-2024,User729,493184.14,26-12-2024,Approver16
100007843,60,18-05-2025,ANG,P02-CENTRAL,1010013,11-06-2025,User456,542849.88,30-06-2025,Approver20
100008498,40,17-07-2025,VSP,P02-CENTRAL,2020107,29-07-2025,User177,847214.99,30-08-2025,Approver2
100006202,30,26-07-2025,DOL,P01-CENTRAL,1010002,28-07-2025,User967,2212775.31,01-09-2025,Approver9
100012630,30,26-08-2025,DOL,P50-DOL,3030213,30-10-2025,User254,631.56,04-12-2025,Approver13
100012477,30,09-11-2024,KLN,P20-KLN,3030212,25-11-2024,User804,2817.7,02-01-2025,Approver9
100011055,60,16-04-2025,ANG,P30-ANG,3030207,18-04-2025,User939,88745.2,27-05-2025,Approver18
100010007,90,22-07-2024,BPS,P40-BPS,3030204,02-08-2024,User885,11329.65,14-09-2024,Approver10
100008703,90,25-07-2024,KLN,P02-CENTRAL,2020113,15-08-2024,User997,497004.04,08-09-2024,Approver5
100009450,90,08-04-2025,DOL,P50-DOL,3030202,23-04-2025,User754,32449.45,25-05-2025,Approver7
100006332,60,19-10-2024,DOL,P02-CENTRAL,1010003,26-10-2024,User438,1503433.22,12-12-2024,Approver13
100014365,70,05-11-2025,ANG,P30-ANG,4040302,27-11-2025,User279,284287.74,10-12-2025,Approver3
100014236,30,30-04-2025,ANG,P30-ANG,4040301,03-05-2025,User418,464596.68,21-06-2025,Approver9
100012840,70,24-10-2024,BPS,P40-BPS,3030213,12-11-2024,User666,675.15,22-12-2024,Approver19
100012015,10,25-10-2024,VSP,P60-VSP,3030211,29-10-2024,User583,1150.86,14-12-2024,Approver9
100008460,10,15-01-2025,VSP,P02-CENTRAL,2020106,16-01-2025,User113,302098.81,04-02-2025,Approver8
100007775,40,17-07-2024,BPS,P01-CENTRAL,1010012,27-07-2024,User325,598892.28,08-09-2024,Approver15
100013746,60,30-09-2024,ANG,P30-ANG,3030215,06-10-2024,User657,3644.8,01-11-2024,Approver20
100012699,80,02-04-2025,DOL,P50-DOL,3030213,03-04-2025,User336,526.15,15-05-2025,Approver20
100008687,40,10-12-2024,BPS,P02-CENTRAL,2020112,29-12-2024,User383,4426852.93,18-02-2025,Approver4
100014407,70,25-07-2024,JSR,P11-JSR,4040302,08-08-2024,User638,170485.58,30-08-2024,Approver13
100006990,50,14-09-2025,VSP,P01-CENTRAL,1010006,19-09-2025,User363,312317.92,19-10-2025,Approver2
100011897,50,02-07-2024,DOL,P50-DOL,3030211,03-07-2024,User580,878.25,27-08-2024,Approver9
